 0.025       0.0000
 0.075       0.0000
 0.125       0.0000
 0.175       0.0000
 0.225       0.0000
 0.275       0.0000
 0.325       0.0000
 0.375       0.0000
 0.425       0.0000
 0.475       0.0000
 0.525       0.0000
 0.575       0.0000
 0.625       0.0000
 0.675       0.0000
 0.725       0.0000
 0.775       0.0000
 0.825       0.0000
 0.875       0.0000
 0.925       0.0000
 0.975       0.0000
 1.025       0.0000
 1.075       0.0000
 1.125       0.0000
 1.175       0.0000
 1.225       0.0000
 1.275       0.0000
 1.325       0.0000
 1.375       0.0000
 1.425       0.0000
 1.475       0.0000
 1.525       0.0000
 1.575       0.0000
 1.625       0.0000
 1.675       0.0000
 1.725       0.0000
 1.775       0.0000
 1.825       0.0000
 1.875       0.0002
 1.925       0.0011
 1.975       0.0107
 2.025       0.0561
 2.075       0.1674
 2.125       0.3906
 2.175       0.7051
 2.225       1.0985
 2.275       1.4562
 2.325       1.7716
 2.375       1.9614
 2.425       2.0526
 2.475       2.0396
 2.525       1.9537
 2.575       1.8242
 2.625       1.6959
 2.675       1.5322
 2.725       1.4172
 2.775       1.3026
 2.825       1.1734
 2.875       1.0941
 2.925       1.0318
 2.975       0.9806
 3.025       0.9400
 3.075       0.9226
 3.125       0.9130
 3.175       0.9050
 3.225       0.8844
 3.275       0.8908
 3.325       0.8847
 3.375       0.8773
 3.425       0.8989
 3.475       0.9023
 3.525       0.8953
 3.575       0.9099
 3.625       0.9228
 3.675       0.9186
 3.725       0.9332
 3.775       0.9359
 3.825       0.9486
 3.875       0.9506
 3.925       0.9603
 3.975       0.9626
 4.025       0.9670
 4.075       0.9709
 4.125       0.9677
 4.175       0.9823
 4.225       0.9881
 4.275       0.9992
 4.325       1.0034
 4.375       0.9991
 4.425       1.0062
 4.475       1.0106
 4.525       1.0065
 4.575       1.0067
 4.625       1.0112
 4.675       1.0149
 4.725       1.0129
 4.775       1.0207
 4.825       1.0140
 4.875       1.0188
 4.925       1.0174
 4.975       1.0142
 5.025       1.0225
 5.075       1.0173
 5.125       1.0111
 5.175       1.0020
 5.225       1.0031
 5.275       0.9982
 5.325       0.9972
 5.375       1.0005
 5.425       1.0009
 5.475       0.9963
 5.525       0.9945
 5.575       0.9950
 5.625       1.0005
 5.675       1.0057
 5.725       0.9976
 5.775       1.0080
 5.825       1.0065
 5.875       1.0127
 5.925       1.0186
 5.975       1.0156
 6.025       1.0096
 6.075       1.0108
 6.125       1.0079
 6.175       1.0047
 6.225       0.9898
 6.275       0.9889
 6.325       0.9910
 6.375       0.9903
 6.425       0.9955
 6.475       0.9889
 6.525       0.9817
 6.575       0.9900
 6.625       0.9809
 6.675       0.9893
 6.725       0.9938
 6.775       0.9917
 6.825       0.9901
 6.875       0.9887
 6.925       0.9923
 6.975       0.9962
