 0.025       0.0000
 0.075       0.0000
 0.125       0.0000
 0.175       0.0000
 0.225       0.0000
 0.275       0.0000
 0.325       0.0000
 0.375       0.0000
 0.425       0.0000
 0.475       0.0000
 0.525       0.0000
 0.575       0.0000
 0.625       0.0000
 0.675       0.0000
 0.725       0.0000
 0.775       0.0367
 0.825       0.0259
 0.875       0.0403
 0.925       0.0257
 0.975       0.0139
 1.025       0.0000
 1.075       0.0153
 1.125       0.0070
 1.175       0.0128
 1.225       0.0088
 1.275       0.0027
 1.325       0.0050
 1.375       0.0047
 1.425       0.0130
 1.475       0.0142
 1.525       0.0152
 1.575       0.0213
 1.625       0.0250
 1.675       0.0330
 1.725       0.0252
 1.775       0.0196
 1.825       0.0344
 1.875       0.0363
 1.925       0.0832
 1.975       0.1920
 2.025       0.3686
 2.075       0.6171
 2.125       0.8597
 2.175       1.0852
 2.225       1.3351
 2.275       1.5529
 2.325       1.6597
 2.375       1.7624
 2.425       1.8134
 2.475       1.6711
 2.525       1.6809
 2.575       1.5418
 2.625       1.5079
 2.675       1.4626
 2.725       1.3103
 2.775       1.2223
 2.825       1.1529
 2.875       1.0796
 2.925       1.0703
 2.975       1.0286
 3.025       1.0012
 3.075       0.9992
 3.125       0.9480
 3.175       0.9954
 3.225       0.9690
 3.275       0.9643
 3.325       0.9566
 3.375       0.9323
 3.425       0.9575
 3.475       0.9167
 3.525       0.9426
 3.575       0.9013
 3.625       0.8980
 3.675       0.9270
 3.725       0.9115
 3.775       0.9410
 3.825       0.9530
 3.875       0.9576
 3.925       0.9731
 3.975       0.9889
 4.025       0.9678
 4.075       0.9906
 4.125       0.9789
 4.175       0.9983
 4.225       0.9746
 4.275       0.9500
 4.325       0.9845
 4.375       0.9591
 4.425       1.0031
 4.475       1.0025
 4.525       0.9861
 4.575       0.9788
 4.625       0.9612
 4.675       0.9916
 4.725       1.0240
 4.775       1.0371
 4.825       1.0295
 4.875       1.0387
 4.925       1.0357
 4.975       1.0407
 5.025       1.0424
 5.075       1.0505
 5.125       1.0140
 5.175       1.0241
 5.225       0.9648
 5.275       0.9814
 5.325       0.9649
 5.375       0.9403
 5.425       0.9524
 5.475       0.9839
 5.525       0.9642
 5.575       0.9912
 5.625       0.9596
 5.675       0.9901
 5.725       0.9774
 5.775       0.9915
 5.825       1.0146
 5.875       1.0036
 5.925       1.0045
 5.975       1.0006
 6.025       1.0078
 6.075       1.0170
 6.125       1.0018
 6.175       0.9977
 6.225       0.9947
 6.275       1.0068
 6.325       0.9940
 6.375       0.9863
 6.425       1.0009
 6.475       0.9865
 6.525       1.0111
 6.575       1.0126
 6.625       0.9796
 6.675       1.0086
 6.725       0.9832
 6.775       1.0184
 6.825       1.0073
 6.875       1.0110
 6.925       1.0138
 6.975       1.0020
