Time[ps]     GFree[eV]    Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
3.1100       -6882.3155  -6871.0882   -6901.1289      30.0407  3631.3
3.1200       -6882.2252  -6872.3158   -6902.5467      30.2308  3654.3
3.1300       -6882.1546  -6875.5369   -6902.6608      27.1239  3278.7
3.1400       -6882.1507  -6879.0416   -6901.2452      22.2036  2684.0
3.1500       -6882.2057  -6881.6072   -6902.4383      20.8311  2518.1
3.1600       -6882.2722  -6883.0456   -6902.4303      19.3847  2343.2
3.1700       -6882.3501  -6883.2385   -6903.6115      20.3730  2462.7
3.1800       -6882.4046  -6882.3298   -6903.5627      21.2329  2566.6
3.1900       -6882.4455  -6880.4951   -6902.9242      22.4291  2711.2
3.2000       -6882.4545  -6877.9297   -6903.8348      25.9051  3131.4
3.2100       -6882.3978  -6875.4647   -6905.1875      29.7228  3592.9
3.2200       -6882.3179  -6874.6857   -6903.1353      28.4496  3439.0
3.2300       -6882.2817  -6875.2789   -6899.7190      24.4401  2954.3
3.2400       -6882.3042  -6875.8411   -6898.1797      22.3386  2700.3
3.2500       -6882.3143  -6875.9744   -6902.6561      26.6817  3225.3
3.2600       -6882.2587  -6876.8265   -6904.7419      27.9154  3374.4
3.2700       -6882.2326  -6878.5348   -6901.3832      22.8484  2761.9
3.2800       -6882.2748  -6879.7430   -6902.6415      22.8984  2768.0
3.2900       -6882.2851  -6880.5780   -6904.7336      24.1556  2919.9
3.3000       -6882.2952  -6881.2361   -6904.2178      22.9817  2778.0
3.3100       -6882.3148  -6881.5371   -6905.4351      23.8979  2888.8
3.3200       -6882.3236  -6881.6463   -6905.3082      23.6619  2860.3
3.3300       -6882.3511  -6881.4513   -6902.5458      21.0946  2549.9
3.3400       -6882.4024  -6880.4493   -6902.6172      22.1678  2679.7
3.3500       -6882.4094  -6878.6928   -6904.8979      26.2051  3167.7
3.3600       -6882.3728  -6877.2331   -6903.4757      26.2425  3172.2
3.3700       -6882.3506  -6876.4142   -6902.1668      25.7526  3113.0
3.3800       -6882.3343  -6876.0200   -6900.8113      24.7912  2996.8
3.3900       -6882.3292  -6875.7826   -6900.8652      25.0826  3032.0
3.4000       -6882.3028  -6875.8541   -6903.7738      27.9196  3374.9
3.4100       -6882.2546  -6876.9270   -6902.2567      25.3297  3061.9
3.4200       -6882.2711  -6878.1133   -6900.0585      21.9452  2652.7
3.4300       -6882.3082  -6878.6749   -6901.7878      23.1129  2793.9
3.4400       -6882.3233  -6878.8348   -6902.2995      23.4646  2836.4
3.4500       -6882.3395  -6878.6758   -6901.9743      23.2985  2816.3
3.4600       -6882.3482  -6878.2510   -6903.2923      25.0413  3027.0
3.4700       -6882.3450  -6877.8627   -6901.1177      23.2550  2811.1
3.4800       -6882.3594  -6877.2459   -6902.0140      24.7682  2994.0
3.4900       -6882.3442  -6876.6524   -6902.0854      25.4330  3074.4
3.5000       -6882.3286  -6876.3737   -6901.5821      25.2084  3047.2
3.5100       -6882.3152  -6876.3659   -6902.0826      25.7166  3108.6
3.5200       -6882.2904  -6876.7688   -6902.6470      25.8782  3128.2
3.5300       -6882.2759  -6877.6047   -6902.4050      24.8004  2997.9
3.5400       -6882.2810  -6878.4994   -6901.7724      23.2730  2813.2
3.5500       -6882.3093  -6879.0367   -6901.3925      22.3558  2702.4
3.5600       -6882.3445  -6878.9639   -6901.4070      22.4431  2712.9
3.5700       -6882.3606  -6878.3473   -6902.5657      24.2184  2927.5
3.5800       -6882.3576  -6877.6075   -6902.7331      25.1256  3037.2
3.5900       -6882.3378  -6877.0658   -6903.1939      26.1281  3158.4
3.6000       -6882.3111  -6877.0394   -6902.8230      25.7836  3116.7
3.6100       -6882.2957  -6877.4437   -6902.1595      24.7158  2987.7
3.6200       -6882.3027  -6877.9391   -6901.5334      23.5943  2852.1
3.6300       -6882.3259  -6878.1304   -6900.5992      22.4688  2716.0
3.6400       -6882.3494  -6877.8057   -6901.3570      23.5513  2846.9
3.6500       -6882.3520  -6877.2094   -6902.2769      25.0675  3030.2
3.6600       -6882.3368  -6876.7480   -6901.8478      25.0998  3034.1
3.6700       -6882.3267  -6876.5236   -6901.9877      25.4641  3078.1
3.6800       -6882.3091  -6876.6223   -6901.9849      25.3627  3065.8
3.6900       -6882.3023  -6876.9668   -6901.2168      24.2501  2931.4
3.7000       -6882.2994  -6877.3580   -6902.9339      25.5759  3091.6
3.7100       -6882.2753  -6878.1040   -6904.3272      26.2232  3169.9
3.7200       -6882.2478  -6879.4523   -6905.2229      25.7706  3115.2
3.7300       -6882.2535  -6880.9876   -6902.5027      21.5150  2600.7
3.7400       -6882.3209  -6881.5939   -6901.8134      20.2194  2444.1
3.7500       -6882.3638  -6881.1648   -6904.4519      23.2871  2815.0
3.7600       -6882.3665  -6880.2945   -6905.1009      24.8064  2998.6
3.7700       -6882.3545  -6879.4952   -6904.8323      25.3371  3062.8
3.7800       -6882.3478  -6878.9539   -6903.2187      24.2648  2933.1
3.7900       -6882.3609  -6878.3681   -6901.1323      22.7641  2751.7
3.8000       -6882.3753  -6877.3845   -6902.7398      25.3553  3065.0
3.8100       -6882.3395  -6876.5773   -6903.8787      27.3014  3300.2
3.8200       -6882.3046  -6876.6334   -6902.2770      25.6436  3099.8
3.8300       -6882.2936  -6877.1029   -6902.1501      25.0472  3027.7
