Time[ps]     GFree[eV]    Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
3.1100       -6887.1191  -6889.6567   -6906.4692      16.8127  2032.3
3.1200       -6887.1157  -6889.3232   -6906.5981      17.2751  2088.2
3.1300       -6887.1045  -6889.2959   -6906.7539      17.4578  2110.3
3.1400       -6887.0771  -6889.6724   -6907.5942      17.9220  2166.4
3.1500       -6887.0605  -6890.6226   -6908.4541      17.8314  2155.5
3.1600       -6887.0522  -6891.9614   -6907.7061      15.7446  1903.2
3.1700       -6887.0703  -6892.9380   -6906.6914      13.7533  1662.5
3.1800       -6887.1089  -6893.3203   -6908.7500      15.4298  1865.2
3.1900       -6887.1074  -6893.4160   -6909.2842      15.8682  1918.2
3.2000       -6887.1177  -6893.3677   -6908.6108      15.2432  1842.6
3.2100       -6887.1475  -6893.0410   -6908.1841      15.1430  1830.5
3.2200       -6887.1528  -6892.3784   -6908.8032      16.4250  1985.5
3.2300       -6887.1426  -6891.7036   -6909.2285      17.5251  2118.4
3.2400       -6887.1294  -6891.3799   -6908.2271      16.8470  2036.5
3.2500       -6887.1245  -6891.2417   -6907.4326      16.1910  1957.2
3.2600       -6887.1162  -6891.1226   -6908.1504      17.0278  2058.3
3.2700       -6887.1118  -6891.1953   -6907.4224      16.2269  1961.5
3.2800       -6887.1172  -6891.2578   -6907.2158      15.9582  1929.0
3.2900       -6887.1230  -6891.2446   -6907.7041      16.4595  1989.6
3.3000       -6887.1147  -6891.2720   -6908.0967      16.8246  2033.8
3.3100       -6887.0913  -6891.5146   -6909.4766      17.9620  2171.3
3.3200       -6887.0737  -6892.2563   -6908.9834      16.7268  2021.9
3.3300       -6887.0898  -6893.0054   -6907.4092      14.4040  1741.2
3.3400       -6887.1167  -6893.2578   -6908.2173      14.9595  1808.3
3.3500       -6887.1357  -6893.1426   -6909.1240      15.9815  1931.8
3.3600       -6887.1289  -6892.8989   -6909.3521      16.4531  1988.9
3.3700       -6887.1387  -6892.7065   -6908.9761      16.2697  1966.7
3.3800       -6887.1299  -6892.4712   -6907.9248      15.4537  1868.1
3.3900       -6887.1450  -6892.0376   -6907.5640      15.5266  1876.9
3.4000       -6887.1523  -6891.3574   -6906.9448      15.5872  1884.2
3.4100       -6887.1670  -6890.4775   -6906.1138      15.6360  1890.1
3.4200       -6887.1636  -6889.3896   -6907.2393      17.8496  2157.7
3.4300       -6887.1367  -6888.6929   -6907.2852      18.5922  2247.4
3.4400       -6887.1035  -6888.7578   -6906.4224      17.6646  2135.3
3.4500       -6887.0840  -6889.2607   -6905.8735      16.6130  2008.2
3.4600       -6887.0918  -6889.8584   -6905.5068      15.6485  1891.6
3.4700       -6887.1045  -6890.2778   -6906.7266      16.4487  1988.3
3.4800       -6887.0850  -6890.8262   -6908.5454      17.7194  2141.9
3.4900       -6887.0791  -6891.7319   -6907.8169      16.0851  1944.4
3.5000       -6887.0908  -6892.5630   -6908.2671      15.7039  1898.3
3.5100       -6887.0952  -6893.2075   -6908.8804      15.6731  1894.6
3.5200       -6887.1045  -6893.6514   -6908.7134      15.0618  1820.7
3.5300       -6887.1382  -6893.7183   -6907.7319      14.0137  1694.0
3.5400       -6887.1606  -6893.1904   -6908.0396      14.8493  1795.0
3.5500       -6887.1680  -6892.1953   -6907.9595      15.7642  1905.6
3.5600       -6887.1738  -6891.0103   -6909.2295      18.2193  2202.4
3.5700       -6887.1338  -6890.3213   -6909.5542      19.2330  2324.9
3.5800       -6887.0864  -6890.6909   -6909.7954      19.1047  2309.4
3.5900       -6887.0454  -6891.9424   -6908.9189      16.9768  2052.2
3.6000       -6887.0527  -6893.2661   -6908.3042      15.0381  1817.8
3.6100       -6887.0791  -6894.1807   -6908.6055      14.4248  1743.7
3.6200       -6887.1245  -6894.5571   -6908.4990      13.9421  1685.3
3.6300       -6887.1514  -6894.2949   -6908.6523      14.3573  1735.5
3.6400       -6887.1768  -6893.4893   -6908.7886      15.2992  1849.4
3.6500       -6887.1860  -6892.3237   -6908.6006      16.2767  1967.5
3.6600       -6887.1714  -6891.0796   -6908.2832      17.2034  2079.6
3.6700       -6887.1616  -6890.0747   -6906.4897      16.4149  1984.2
3.6800       -6887.1479  -6889.2007   -6907.3711      18.1703  2196.4
3.6900       -6887.1235  -6888.8369   -6906.1582      17.3212  2093.8
3.7000       -6887.1094  -6888.8447   -6905.6064      16.7618  2026.2
3.7100       -6887.0967  -6889.0259   -6906.1084      17.0825  2064.9
3.7200       -6887.0854  -6889.4702   -6906.4316      16.9616  2050.3
3.7300       -6887.0806  -6890.1309   -6907.0864      16.9557  2049.6
3.7400       -6887.0659  -6891.0181   -6907.8193      16.8013  2030.9
3.7500       -6887.0737  -6891.9424   -6906.7134      14.7712  1785.6
3.7600       -6887.1118  -6892.4102   -6906.6772      14.2669  1724.6
3.7700       -6887.1333  -6892.3208   -6907.0200      14.6993  1776.9
3.7800       -6887.1602  -6891.7915   -6907.3223      15.5306  1877.3
3.7900       -6887.1548  -6890.9697   -6907.0405      16.0710  1942.7
3.8000       -6887.1577  -6890.0845   -6906.8350      16.7506  2024.8
3.8100       -6887.1484  -6889.2979   -6906.3604      17.0624  2062.5
