Time[ps]     GFree[eV]    Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
3.3300       -6883.6383  -6875.6477   -6901.2862      25.6385  3099.2
3.3400       -6883.6064  -6873.5327   -6901.9510      28.4183  3435.2
3.3500       -6883.5290  -6872.5945   -6901.4545      28.8600  3488.6
3.3600       -6883.4518  -6873.4806   -6904.4023      30.9217  3737.8
3.3700       -6883.3631  -6876.5871   -6903.9847      27.3976  3311.8
3.3800       -6883.3632  -6880.0057   -6901.7931      21.7874  2633.7
3.3900       -6883.4214  -6882.3963   -6903.3490      20.9527  2532.8
3.4000       -6883.4757  -6883.8317   -6904.8337      21.0020  2538.7
3.4100       -6883.5264  -6884.3617   -6905.9282      21.5666  2607.0
3.4200       -6883.5683  -6884.0810   -6905.6806      21.5996  2611.0
3.4300       -6883.6092  -6883.0182   -6905.0317      22.0135  2661.0
3.4400       -6883.6370  -6881.2346   -6904.9411      23.7065  2865.7
3.4500       -6883.6380  -6879.0777   -6903.5169      24.4392  2954.2
3.4600       -6883.6271  -6876.8858   -6903.1164      26.2305  3170.8
3.4700       -6883.5951  -6875.1380   -6901.1801      26.0421  3148.0
3.4800       -6883.5702  -6873.9815   -6900.4055      26.4240  3194.2
3.4900       -6883.5366  -6873.4455   -6899.8129      26.3674  3187.3
3.5000       -6883.5005  -6873.6333   -6901.0358      27.4025  3312.4
3.5100       -6883.4532  -6874.8014   -6901.7103      26.9089  3252.8
3.5200       -6883.4228  -6876.8114   -6903.0720      26.2606  3174.4
3.5300       -6883.4133  -6879.2192   -6902.6468      23.4276  2831.9
3.5400       -6883.4562  -6880.9719   -6901.0766      20.1047  2430.3
3.5500       -6883.5184  -6881.6663   -6903.1730      21.5067  2599.7
3.5600       -6883.5556  -6881.5628   -6904.6161      23.0533  2786.7
3.5700       -6883.5722  -6880.9678   -6903.3774      22.4096  2708.9
3.5800       -6883.6026  -6879.8654   -6903.4893      23.6240  2855.7
3.5900       -6883.5970  -6878.4063   -6903.9779      25.5716  3091.1
3.6000       -6883.5773  -6877.2134   -6902.5761      25.3627  3065.8
3.6100       -6883.5643  -6876.3468   -6901.7299      25.3832  3068.3
3.6200       -6883.5413  -6875.8228   -6902.5267      26.7039  3228.0
3.6300       -6883.5073  -6875.9776   -6901.8672      25.8895  3129.5
3.6400       -6883.4902  -6876.6274   -6902.0529      25.4254  3073.4
3.6500       -6883.4703  -6877.6633   -6903.9897      26.3264  3182.3
3.6600       -6883.4433  -6879.2913   -6904.7485      25.4572  3077.3
3.6700       -6883.4492  -6881.0168   -6903.1593      22.1424  2676.6
3.6800       -6883.4959  -6882.0396   -6903.9020      21.8624  2642.7
3.6900       -6883.5279  -6882.3795   -6905.2987      22.9191  2770.5
3.7000       -6883.5505  -6882.2391   -6904.9648      22.7257  2747.1
