 0.025       0.0000
 0.075       0.0000
 0.125       0.0000
 0.175       0.0000
 0.225       0.0000
 0.275       0.0000
 0.325       0.0000
 0.375       0.0000
 0.425       0.0000
 0.475       0.0000
 0.525       0.0077
 0.575       0.0065
 0.625       0.0000
 0.675       0.0047
 0.725       0.0122
 0.775       0.0036
 0.825       0.0126
 0.875       0.0112
 0.925       0.0150
 0.975       0.0135
 1.025       0.0142
 1.075       0.0222
 1.125       0.0743
 1.175       0.1285
 1.225       0.2435
 1.275       0.2248
 1.325       0.2337
 1.375       0.1548
 1.425       0.1368
 1.475       0.1257
 1.525       0.1093
 1.575       0.1051
 1.625       0.1117
 1.675       0.0922
 1.725       0.0847
 1.775       0.0590
 1.825       0.0359
 1.875       0.0237
 1.925       0.0392
 1.975       0.0614
 2.025       0.1412
 2.075       0.2740
 2.125       0.4562
 2.175       0.7589
 2.225       1.0693
 2.275       1.3659
 2.325       1.6138
 2.375       1.7621
 2.425       1.8323
 2.475       1.8141
 2.525       1.7906
 2.575       1.6344
 2.625       1.5696
 2.675       1.4407
 2.725       1.3668
 2.775       1.2566
 2.825       1.1686
 2.875       1.1175
 2.925       1.0988
 2.975       1.0187
 3.025       1.0019
 3.075       0.9990
 3.125       0.9692
 3.175       0.9472
 3.225       0.9323
 3.275       0.9221
 3.325       0.9240
 3.375       0.8940
 3.425       0.8776
 3.475       0.8824
 3.525       0.9054
 3.575       0.9316
 3.625       0.9543
 3.675       0.9667
 3.725       0.9999
 3.775       0.9868
 3.825       1.0053
 3.875       0.9680
 3.925       0.9976
 3.975       0.9706
 4.025       0.9828
 4.075       0.9443
 4.125       0.9848
 4.175       0.9723
 4.225       0.9840
 4.275       1.0084
 4.325       0.9909
 4.375       1.0021
 4.425       0.9883
 4.475       1.0042
 4.525       1.0265
 4.575       1.0099
 4.625       1.0428
 4.675       1.0015
 4.725       1.0233
 4.775       1.0052
 4.825       0.9975
 4.875       0.9981
 4.925       1.0080
 4.975       0.9949
 5.025       0.9783
 5.075       0.9825
 5.125       0.9927
 5.175       0.9954
 5.225       0.9776
 5.275       0.9840
 5.325       0.9933
 5.375       0.9984
 5.425       0.9946
 5.475       1.0120
 5.525       0.9835
 5.575       0.9913
 5.625       0.9898
 5.675       1.0000
 5.725       1.0046
 5.775       0.9985
 5.825       0.9865
 5.875       1.0062
 5.925       1.0094
 5.975       1.0050
 6.025       1.0107
 6.075       0.9930
 6.125       1.0100
 6.175       1.0060
 6.225       1.0104
 6.275       1.0212
 6.325       1.0164
 6.375       0.9991
 6.425       1.0075
 6.475       1.0054
 6.525       1.0064
 6.575       0.9966
 6.625       0.9850
 6.675       0.9861
 6.725       0.9807
 6.775       0.9779
 6.825       0.9775
 6.875       0.9874
 6.925       0.9807
 6.975       0.9730
