Time[ps]     GFree[eV]    Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
2.5500       -6889.3525  -6893.4443   -6907.3989      13.9545  1686.8
2.5600       -6889.3604  -6891.6987   -6908.5269      16.8284  2034.2
2.5700       -6889.3501  -6889.8584   -6907.0132      17.1548  2073.7
2.5800       -6889.3481  -6888.3262   -6905.3735      17.0474  2060.7
2.5900       -6889.3174  -6887.0195   -6905.0259      18.0064  2176.6
2.6000       -6889.2983  -6886.2842   -6905.3359      19.0517  2303.0
2.6100       -6889.2534  -6886.4351   -6904.3154      17.8801  2161.4
2.6200       -6889.2324  -6887.1406   -6904.6030      17.4622  2110.8
2.6300       -6889.2261  -6888.3789   -6906.9204      18.5416  2241.3
2.6400       -6889.1982  -6890.2075   -6906.5762      16.3685  1978.6
2.6500       -6889.2153  -6891.7871   -6905.8311      14.0438  1697.6
2.6600       -6889.2417  -6892.7319   -6907.2993      14.5672  1760.9
2.6700       -6889.2598  -6893.2314   -6908.3740      15.1428  1830.5
2.6800       -6889.2954  -6893.3696   -6907.5864      14.2167  1718.5
2.6900       -6889.3188  -6892.9570   -6908.0952      15.1382  1829.9
2.7000       -6889.3213  -6892.1587   -6908.5483      16.3897  1981.2
2.7100       -6889.3335  -6891.3506   -6907.5049      16.1543  1952.7
2.7200       -6889.3252  -6890.5063   -6907.3042      16.7980  2030.6
2.7300       -6889.3125  -6889.7822   -6906.5425      16.7602  2026.0
2.7400       -6889.3052  -6889.2554   -6906.9458      17.6906  2138.4
2.7500       -6889.2666  -6889.1333   -6907.0605      17.9275  2167.1
2.7600       -6889.2632  -6889.6445   -6908.0698      18.4255  2227.3
2.7700       -6889.2251  -6890.8584   -6908.8926      18.0343  2180.0
2.7800       -6889.1865  -6892.4844   -6908.5166      16.0323  1938.0
2.7900       -6889.1958  -6893.9414   -6908.8911      14.9496  1807.1
2.8000       -6889.2295  -6894.8975   -6908.3379      13.4407  1624.7
2.8100       -6889.2910  -6895.1118   -6908.4839      13.3719  1616.4
2.8200       -6889.3247  -6894.5464   -6908.2505      13.7041  1656.6
2.8300       -6889.3506  -6893.2705   -6907.7925      14.5220  1755.4
2.8400       -6889.3818  -6891.3896   -6908.0112      16.6216  2009.2
2.8500       -6889.3452  -6889.3442   -6907.8877      18.5433  2241.5
2.8600       -6889.2856  -6887.8896   -6905.1323      17.2427  2084.3
2.8700       -6889.3115  -6886.9927   -6905.4102      18.4172  2226.3
2.8800       -6889.2666  -6886.7446   -6906.6353      19.8906  2404.4
2.8900       -6889.1826  -6887.6890   -6906.2139      18.5247  2239.3
2.9000       -6889.1938  -6889.3984   -6906.5488      17.1503  2073.1
2.9100       -6889.1851  -6891.2969   -6907.5615      16.2646  1966.1
2.9200       -6889.1782  -6892.8774   -6906.2900      13.4128  1621.3
2.9300       -6889.2515  -6893.6558   -6906.7837      13.1281  1586.9
2.9400       -6889.2925  -6893.6035   -6907.0122      13.4085  1620.8
2.9500       -6889.3389  -6892.8125   -6907.0771      14.2647  1724.3
2.9600       -6889.3560  -6891.3760   -6907.2817      15.9057  1922.7
2.9700       -6889.3506  -6889.6582   -6906.1777      16.5196  1996.9
2.9800       -6889.3345  -6887.9722   -6905.0430      17.0709  2063.5
2.9900       -6889.3179  -6886.5034   -6904.4399      17.9363  2168.2
3.0000       -6889.2871  -6885.5625   -6905.1187      19.5562  2364.0
3.0100       -6889.2329  -6885.8110   -6906.6680      20.8569  2521.2
3.0200       -6889.1704  -6887.6821   -6906.2349      18.5529  2242.7
3.0300       -6889.1792  -6889.9434   -6905.4141      15.4708  1870.1
3.0400       -6889.1802  -6891.8931   -6907.4746      15.5817  1883.5
3.0500       -6889.1914  -6893.5249   -6907.7065      14.1815  1714.3
3.0600       -6889.2261  -6894.4810   -6907.8335      13.3524  1614.0
3.0700       -6889.2842  -6894.6797   -6908.1494      13.4696  1628.2
3.0800       -6889.3291  -6894.1387   -6908.2334      14.0946  1703.8
3.0900       -6889.3545  -6892.9614   -6908.2012      15.2398  1842.2
3.1000       -6889.3530  -6891.3477   -6907.9741      16.6266  2009.8
3.1100       -6889.3413  -6889.7324   -6906.8447      17.1125  2068.6
