Time[ps]     GFree[eV]    Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.5700       -6880.0405  -6875.7144   -6903.8516      28.1373  3401.2
0.5800       -6879.9902  -6875.1831   -6903.1895      28.0066  3385.4
0.5900       -6879.9380  -6875.9888   -6903.7036      27.7147  3350.2
0.6000       -6879.9009  -6877.6938   -6902.1138      24.4198  2951.9
0.6100       -6879.9023  -6879.4365   -6903.9795      24.5429  2966.8
0.6200       -6879.9087  -6881.1255   -6903.9844      22.8589  2763.2
0.6300       -6879.9561  -6882.1328   -6901.7119      19.5789  2366.7
0.6400       -6880.0322  -6881.9521   -6902.7515      20.7992  2514.2
0.6500       -6880.0713  -6880.7568   -6905.1963      24.4397  2954.3
0.6600       -6880.0601  -6879.3457   -6905.2285      25.8830  3128.7
0.6700       -6880.0352  -6878.3159   -6902.9600      24.6439  2979.0
0.6800       -6880.0400  -6877.4443   -6901.7178      24.2736  2934.2
0.6900       -6880.0254  -6876.5054   -6900.6597      24.1545  2919.8
0.7000       -6880.0278  -6875.5684   -6902.6606      27.0922  3274.9
0.7100       -6879.9658  -6875.4614   -6904.7529      29.2914  3540.8
0.7200       -6879.8823  -6876.9590   -6904.4268      27.4680  3320.3
0.7300       -6879.8887  -6879.3457   -6903.3198      23.9743  2898.0
0.7400       -6879.9292  -6881.2310   -6902.5464      21.3156  2576.6
0.7500       -6879.9575  -6882.3276   -6905.0615      22.7340  2748.1
0.7600       -6879.9878  -6882.9390   -6906.0645      23.1256  2795.4
0.7700       -6880.0127  -6883.1777   -6906.7593      23.5818  2850.6
0.7800       -6879.9917  -6883.0850   -6906.4819      23.3971  2828.3
0.7900       -6880.0215  -6882.7979   -6907.7134      24.9155  3011.8
0.8000       -6880.0146  -6882.5186   -6905.8501      23.3314  2820.3
0.8100       -6880.0239  -6881.9453   -6903.7246      21.7794  2632.7
0.8200       -6880.0796  -6880.7153   -6902.8945      22.1792  2681.0
0.8300       -6880.1011  -6878.7729   -6903.4258      24.6528  2980.0
0.8400       -6880.0698  -6876.6699   -6902.7788      26.1086  3156.0
0.8500       -6880.0591  -6875.0786   -6902.2368      27.1584  3282.9
0.8600       -6879.9858  -6874.3765   -6903.1445      28.7681  3477.5
0.8700       -6879.9272  -6875.0820   -6901.6377      26.5557  3210.1
0.8800       -6879.9009  -6876.5752   -6903.3779      26.8026  3239.9
0.8900       -6879.8857  -6878.9351   -6905.3311      26.3958  3190.7
0.9000       -6879.8525  -6881.5444   -6904.3872      22.8429  2761.3
0.9100       -6879.9102  -6883.4629   -6903.7363      20.2735  2450.7
0.9200       -6879.9780  -6884.2051   -6904.1924      19.9875  2416.1
0.9300       -6880.0537  -6883.8379   -6904.6768      20.8390  2519.0
0.9400       -6880.1147  -6882.4624   -6901.9478      19.4851  2355.4
0.9500       -6880.1763  -6879.8813   -6901.5747      21.6936  2622.3
0.9600       -6880.1846  -6876.0469   -6902.0645      26.0177  3145.0
0.9700       -6880.1450  -6872.1919   -6899.3931      27.2012  3288.1
0.9800       -6880.1113  -6869.2432   -6896.7178      27.4745  3321.1
0.9900       -6880.0137  -6867.4697   -6902.8564      35.3868  4277.6
1.0000       -6879.8130  -6869.9229   -6903.7520      33.8290  4089.3
1.0100       -6879.7480  -6875.2861   -6900.2739      24.9879  3020.5
1.0200       -6879.7754  -6879.6973   -6900.6592      20.9620  2533.9
1.0300       -6879.8506  -6882.9243   -6903.3516      20.4270  2469.2
1.0400       -6879.9204  -6884.9956   -6904.4805      19.4848  2355.3
1.0500       -6879.9888  -6885.7495   -6904.7988      19.0495  2302.7
1.0600       -6880.0811  -6885.2183   -6905.2334      20.0149  2419.4
1.0700       -6880.1343  -6883.4614   -6904.9976      21.5364  2603.3
1.0800       -6880.1758  -6880.7563   -6904.1963      23.4401  2833.5
1.0900       -6880.1475  -6877.4072   -6905.5400      28.1330  3400.7
1.1000       -6880.0674  -6874.8828   -6905.5337      30.6508  3705.1
1.1100       -6879.9702  -6874.5054   -6902.1455      27.6403  3341.2
1.1200       -6879.9375  -6875.3550   -6901.1123      25.7574  3113.6
1.1300       -6879.9292  -6876.6782   -6902.6421      25.9637  3138.5
1.1400       -6879.9170  -6878.4590   -6903.2612      24.8021  2998.1
1.1500       -6879.9292  -6880.1758   -6903.0186      22.8428  2761.3
1.1600       -6879.9629  -6881.4375   -6904.1567      22.7194  2746.3
1.1700       -6879.9897  -6882.1670   -6904.8013      22.6344  2736.1
1.1800       -6879.9976  -6882.4097   -6906.3779      23.9680  2897.3
1.1900       -6880.0142  -6882.5176   -6906.3804      23.8626  2884.5
1.2000       -6880.0337  -6882.3130   -6902.1489      19.8361  2397.8
1.2100       -6880.1035  -6881.0908   -6902.1123      21.0214  2541.1
1.2200       -6880.1445  -6878.7412   -6903.6401      24.8989  3009.8
1.2300       -6880.1069  -6876.1538   -6903.6025      27.4486  3318.0
1.2400       -6880.0332  -6874.4663   -6904.3311      29.8646  3610.0
1.2500       -6879.9253  -6874.7422   -6905.4062      30.6642  3706.7
1.2600       -6879.8687  -6877.1353   -6903.7856      26.6506  3221.5
1.2700       -6879.8604  -6879.8599   -6902.1006      22.2409  2688.5
1.2800       -6879.9429  -6881.7158   -6902.6812      20.9655  2534.3
1.2900       -6879.9565  -6882.7061   -6905.2759      22.5699  2728.3
1.3000       -6879.9956  -6883.1045   -6904.0933      20.9889  2537.1
1.3100       -6880.0684  -6882.6055   -6903.0439      20.4385  2470.6
1.3200       -6880.1211  -6881.0356   -6902.7563      21.7206  2625.6
1.3300       -6880.1333  -6878.5449   -6902.7979      24.2531  2931.7
1.3400       -6880.1265  -6875.7563   -6900.7476      24.9911  3020.9
1.3500       -6880.0854  -6873.0684   -6900.6230      27.5547  3330.8
1.3600       -6880.0195  -6871.2949   -6901.9819      30.6871  3709.5
1.3700       -6879.9233  -6871.7017   -6901.0732      29.3714  3550.4
1.3800       -6879.8730  -6873.8184   -6900.3491      26.5309  3207.1
1.3900       -6879.8789  -6876.6294   -6902.7339      26.1046  3155.5
1.4000       -6879.8560  -6879.7607   -6902.7827      23.0222  2782.9
1.4100       -6879.8892  -6881.9893   -6901.8809      19.8917  2404.5
1.4200       -6879.9614  -6883.0869   -6904.2500      21.1630  2558.2
1.4300       -6880.0190  -6883.3076   -6904.5659      21.2585  2569.7
1.4400       -6880.0869  -6882.6450   -6901.9302      19.2850  2331.2
1.4500       -6880.1504  -6880.7773   -6900.9854      20.2080  2442.7
1.4600       -6880.1802  -6877.4434   -6902.1479      24.7045  2986.3
1.4700       -6880.1504  -6873.6772   -6901.7959      28.1185  3399.0
1.4800       -6880.0669  -6870.7900   -6901.3115      30.5215  3689.4
1.4900       -6879.9766  -6870.1270   -6900.4199      30.2930  3661.8
1.5000       -6879.8926  -6871.7007   -6901.0161      29.3153  3543.6
1.5100       -6879.8418  -6874.8833   -6901.2314      26.3481  3185.0
1.5200       -6879.8320  -6878.1650   -6900.2466      22.0816  2669.2
1.5300       -6879.8970  -6880.4976   -6901.0229      20.5253  2481.1
1.5400       -6879.9624  -6881.7520   -6902.4468      20.6948  2501.6
1.5500       -6880.0063  -6881.9976   -6902.7681      20.7703  2510.7
1.5600       -6880.0747  -6881.2988   -6902.6392      21.3404  2579.6
1.5700       -6880.1104  -6879.6802   -6901.4272      21.7471  2628.8
1.5800       -6880.1357  -6877.2256   -6902.8364      25.6106  3095.8
1.5900       -6880.0742  -6874.7275   -6901.6450      26.9173  3253.8
1.6000       -6880.0518  -6873.0649   -6899.5024      26.4374  3195.8
1.6100       -6880.0283  -6872.1201   -6898.9780      26.8580  3246.6
1.6200       -6879.9863  -6871.8921   -6896.9512      25.0592  3029.2
1.6300       -6879.9600  -6872.0776   -6899.7090      27.6312  3340.1
1.6400       -6879.9092  -6873.2266   -6899.6890      26.4624  3198.8
1.6500       -6879.8921  -6875.1289   -6901.7744      26.6455  3220.9
1.6600       -6879.8896  -6877.6904   -6902.7363      25.0457  3027.5
1.6700       -6879.8726  -6880.2432   -6904.0322      23.7891  2875.6
1.6800       -6879.8755  -6882.5435   -6905.3564      22.8128  2757.6
1.6900       -6879.9297  -6884.1025   -6903.5410      19.4382  2349.7
1.7000       -6880.0239  -6884.3784   -6903.2202      18.8416  2277.6
1.7100       -6880.1011  -6883.2720   -6903.4653      20.1931  2441.0
1.7200       -6880.1543  -6880.8501   -6906.2466      25.3964  3069.9
1.7300       -6880.1211  -6878.2339   -6903.4375      25.2037  3046.6
1.7400       -6880.0986  -6875.9634   -6901.1777      25.2146  3048.0
1.7500       -6880.0918  -6873.9468   -6901.5581      27.6114  3337.7
1.7600       -6880.0278  -6872.8486   -6901.1328      28.2841  3419.0
1.7700       -6879.9507  -6873.0571   -6900.2964      27.2390  3292.7
1.7800       -6879.9180  -6874.3521   -6901.4531      27.1010  3276.0
1.7900       -6879.8945  -6876.2852   -6899.8721      23.5870  2851.2
1.8000       -6879.9346  -6877.8882   -6901.0356      23.1477  2798.1
1.8100       -6879.9438  -6879.1030   -6901.7500      22.6472  2737.6
1.8200       -6880.0005  -6879.7773   -6901.8906      22.1131  2673.0
1.8300       -6880.0166  -6879.8091   -6903.4048      23.5956  2852.3
1.8400       -6880.0264  -6879.5581   -6903.0859      23.5280  2844.1
1.8500       -6880.0376  -6879.0381   -6902.3506      23.3127  2818.0
1.8600       -6880.0361  -6878.1797   -6902.6714      24.4915  2960.5
1.8700       -6880.0127  -6877.3271   -6903.6367      26.3094  3180.3
1.8800       -6880.0010  -6877.0308   -6903.1001      26.0694  3151.3
1.8900       -6879.9854  -6877.3472   -6904.0107      26.6635  3223.1
1.9000       -6879.9478  -6878.2456   -6902.4868      24.2413  2930.3
1.9100       -6879.9658  -6879.0679   -6902.2148      23.1470  2798.0
1.9200       -6879.9775  -6879.4814   -6902.0127      22.5310  2723.6
1.9300       -6880.0210  -6879.3687   -6901.5469      22.1784  2680.9
1.9400       -6880.0371  -6878.6309   -6903.2236      24.5928  2972.8
1.9500       -6880.0400  -6877.9243   -6905.4497      27.5254  3327.3
1.9600       -6879.9751  -6878.0537   -6903.8003      25.7465  3112.3
1.9700       -6879.9741  -6878.6230   -6902.2139      23.5908  2851.7
1.9800       -6880.0229  -6878.9741   -6902.0537      23.0796  2789.9
1.9900       -6880.0249  -6878.9048   -6902.2197      23.3151  2818.3
2.0000       -6880.0342  -6878.5366   -6903.2549      24.7184  2988.0
2.0100       -6880.0117  -6878.2476   -6904.6006      26.3532  3185.6
2.0200       -6879.9697  -6878.4487   -6903.1729      24.7242  2988.7
2.0300       -6879.9800  -6878.8599   -6903.6680      24.8083  2998.8
2.0400       -6879.9917  -6879.3706   -6904.2256      24.8550  3004.5
2.0500       -6879.9629  -6880.0386   -6905.5508      25.5121  3083.9
2.0600       -6879.9521  -6880.9692   -6904.6011      23.6318  2856.6
2.0700       -6879.9922  -6881.6270   -6904.1157      22.4886  2718.4
2.0800       -6880.0020  -6881.7197   -6904.3857      22.6659  2739.9
2.0900       -6880.0415  -6881.2974   -6903.2388      21.9412  2652.3
2.1000       -6880.0742  -6880.2207   -6904.8872      24.6664  2981.7
2.1100       -6880.0396  -6879.0596   -6906.1758      27.1162  3277.8
2.1200       -6880.0132  -6878.6470   -6903.4380      24.7909  2996.7
2.1300       -6880.0049  -6878.4370   -6902.8501      24.4132  2951.1
2.1400       -6880.0029  -6878.2827   -6903.6665      25.3838  3068.4
2.1500       -6880.0171  -6878.4062   -6903.6650      25.2587  3053.3
2.1600       -6879.9785  -6878.8052   -6904.6313      25.8263  3121.9
2.1700       -6879.9668  -6879.4648   -6901.4238      21.9589  2654.4
2.1800       -6880.0264  -6879.5103   -6901.5938      22.0834  2669.5
2.1900       -6880.0415  -6878.8926   -6903.8125      24.9197  3012.3
2.2000       -6880.0327  -6878.2695   -6902.1001      23.8305  2880.6
2.2100       -6880.0571  -6877.5830   -6902.3003      24.7172  2987.8
2.2200       -6880.0273  -6876.9263   -6903.8301      26.9040  3252.2
2.2300       -6879.9609  -6877.0991   -6905.0322      27.9332  3376.6
2.2400       -6879.9253  -6878.3081   -6903.0542      24.7460  2991.3
2.2500       -6879.9590  -6879.6289   -6903.3628      23.7338  2869.0
2.2600       -6879.9736  -6880.6670   -6903.6323      22.9651  2776.0
2.2700       -6879.9922  -6881.2510   -6903.6763      22.4255  2710.8
2.2800       -6880.0171  -6881.2480   -6903.3384      22.0905  2670.3
2.2900       -6880.0366  -6880.6128   -6904.2749      23.6622  2860.3
2.3000       -6880.0659  -6879.7183   -6904.6514      24.9331  3013.9
2.3100       -6880.0522  -6878.8730   -6902.7900      23.9168  2891.1
2.3200       -6880.0488  -6877.9243   -6902.3433      24.4192  2951.8
2.3300       -6880.0454  -6876.9893   -6903.3159      26.3268  3182.4
2.3400       -6880.0195  -6876.4966   -6899.7690      23.2725  2813.2
2.3500       -6880.0391  -6875.8213   -6899.6816      23.8605  2884.3
2.3600       -6880.0210  -6874.9678   -6902.5518      27.5838  3334.3
2.3700       -6879.9888  -6875.0576   -6902.1499      27.0924  3274.9
2.3800       -6879.9473  -6875.9023   -6900.3135      24.4112  2950.8
2.3900       -6879.9570  -6876.8691   -6902.4375      25.5682  3090.7
2.4000       -6879.9497  -6878.3120   -6905.3149      27.0028  3264.1
2.4100       -6879.8989  -6880.4390   -6905.2842      24.8453  3003.3
2.4200       -6879.9116  -6882.4629   -6904.4771      22.0141  2661.1
2.4300       -6879.9722  -6883.7446   -6905.0522      21.3078  2575.7
2.4400       -6880.0088  -6884.1567   -6905.7788      21.6220  2613.7
2.4500       -6880.0527  -6883.7764   -6904.9019      21.1257  2553.7
2.4600       -6880.0933  -6882.5049   -6902.9302      20.4252  2469.0
2.4700       -6880.1567  -6880.1997   -6903.0239      22.8243  2759.0
2.4800       -6880.1587  -6877.0259   -6904.0879      27.0622  3271.3
2.4900       -6880.1021  -6874.3237   -6902.9976      28.6738  3466.1
2.5000       -6880.0273  -6873.1011   -6902.2910      29.1899  3528.5
2.5100       -6879.9512  -6873.5034   -6900.7119      27.2083  3289.0
2.5200       -6879.9229  -6874.8677   -6900.5195      25.6519  3100.8
2.5300       -6879.9341  -6876.5986   -6900.9741      24.3757  2946.5
2.5400       -6879.9360  -6878.1470   -6900.9912      22.8443  2761.4
2.5500       -6879.9458  -6879.2607   -6902.8071      23.5466  2846.3
2.5600       -6879.9937  -6880.1924   -6904.1113      23.9189  2891.3
2.5700       -6879.9819  -6880.7993   -6903.1206      22.3213  2698.2
2.5800       -6880.0190  -6880.8965   -6904.1143      23.2177  2806.6
2.5900       -6880.0327  -6880.6147   -6904.8848      24.2699  2933.8
2.6000       -6880.0352  -6880.2920   -6905.8418      25.5499  3088.5
2.6100       -6880.0195  -6880.2559   -6905.3794      25.1235  3036.9
2.6200       -6880.0078  -6880.4121   -6904.4824      24.0704  2909.6
2.6300       -6880.0200  -6880.5200   -6905.1958      24.6756  2982.8
2.6400       -6879.9980  -6880.7173   -6906.3877      25.6702  3103.0
2.6500       -6879.9829  -6881.2349   -6905.2598      24.0250  2904.1
2.6600       -6879.9873  -6881.5742   -6903.6167      22.0426  2664.5
2.6700       -6880.0425  -6881.2988   -6902.8687      21.5696  2607.3
2.6800       -6880.0732  -6880.2290   -6903.3242      23.0951  2791.7
2.6900       -6880.0781  -6878.6680   -6904.2319      25.5642  3090.2
2.7000       -6880.0425  -6877.3359   -6904.3140      26.9778  3261.1
2.7100       -6879.9946  -6876.7539   -6902.2144      25.4604  3077.7
2.7200       -6880.0244  -6876.6167   -6901.3306      24.7137  2987.4
2.7300       -6880.0220  -6876.5181   -6900.1919      23.6741  2861.7
2.7400       -6880.0322  -6876.2285   -6900.0596      23.8312  2880.7
2.7500       -6880.0142  -6875.8037   -6902.0874      26.2836  3177.2
2.7600       -6880.0229  -6875.8623   -6900.3574      24.4952  2961.0
2.7700       -6880.0005  -6875.9839   -6900.2573      24.2736  2934.2
2.7800       -6880.0103  -6876.1074   -6901.2681      25.1606  3041.4
2.7900       -6879.9961  -6876.4858   -6902.1470      25.6612  3101.9
2.8000       -6879.9824  -6877.0625   -6899.4219      22.3594  2702.8
2.8100       -6880.0220  -6877.1621   -6900.2026      23.0407  2785.2
2.8200       -6880.0415  -6876.7998   -6899.7788      22.9790  2777.7
2.8300       -6880.0649  -6876.0708   -6900.9146      24.8435  3003.1
2.8400       -6880.0283  -6875.3364   -6900.7520      25.4156  3072.2
2.8500       -6880.0205  -6874.8848   -6899.2407      24.3560  2944.2
2.8600       -6880.0142  -6874.5786   -6901.9668      27.3881  3310.7
2.8700       -6879.9790  -6875.1392   -6901.7808      26.6415  3220.4
2.8800       -6879.9414  -6876.3452   -6900.9487      24.6036  2974.1
2.8900       -6879.9497  -6877.6050   -6901.3169      23.7120  2866.3
2.9000       -6879.9810  -6878.4639   -6899.1152      20.6512  2496.3
2.9100       -6880.0566  -6878.4849   -6902.4717      23.9867  2899.5
2.9200       -6880.0181  -6878.2861   -6905.0132      26.7271  3230.8
2.9300       -6879.9731  -6878.7031   -6903.8682      25.1651  3042.0
2.9400       -6879.9805  -6879.3892   -6903.4536      24.0644  2908.9
2.9500       -6880.0044  -6879.9512   -6903.2227      23.2715  2813.1
2.9600       -6880.0210  -6880.1533   -6903.5024      23.3493  2822.5
2.9700       -6880.0215  -6880.0801   -6905.3081      25.2282  3049.6
2.9800       -6880.0024  -6880.2754   -6906.7729      26.4978  3203.1
2.9900       -6879.9795  -6880.9746   -6904.3145      23.3399  2821.3
3.0000       -6880.0112  -6881.3169   -6902.7158      21.3991  2586.7
3.0100       -6880.0596  -6880.8979   -6903.6733      22.7756  2753.1
3.0200       -6880.0620  -6879.9141   -6903.8428      23.9289  2892.5
3.0300       -6880.0811  -6878.7700   -6904.2759      25.5061  3083.2
3.0400       -6880.0562  -6877.8833   -6904.5107      26.6276  3218.8
3.0500       -6880.0054  -6877.7070   -6904.8501      27.1430  3281.1
3.0600       -6879.9629  -6878.4077   -6904.4507      26.0430  3148.1
3.0700       -6879.9380  -6879.5674   -6903.5615      23.9942  2900.4
3.0800       -6879.9707  -6880.5176   -6902.6177      22.1001  2671.5
3.0900       -6880.0151  -6880.8247   -6903.1685      22.3437  2700.9
3.1000       -6880.0703  -6880.5459   -6903.4634      22.9177  2770.3
3.1100       -6880.0874  -6879.7896   -6903.5220      23.7322  2868.8
3.1200       -6880.0576  -6878.7529   -6903.0156      24.2629  2932.9
3.1300       -6880.0620  -6877.6802   -6902.7852      25.1051  3034.7
3.1400       -6880.0249  -6876.7979   -6903.7993      27.0015  3264.0
3.1500       -6879.9976  -6876.7178   -6903.2461      26.5284  3206.8
3.1600       -6879.9722  -6877.3018   -6902.4688      25.1669  3042.2
3.1700       -6879.9790  -6878.1558   -6902.7163      24.5607  2968.9
3.1800       -6879.9751  -6878.8853   -6900.3564      21.4710  2595.4
3.1900       -6880.0527  -6878.8379   -6899.8486      21.0107  2539.8
3.2000       -6880.0679  -6877.8540   -6902.4556      24.6017  2973.9
3.2100       -6880.0698  -6876.7817   -6902.8965      26.1148  3156.8
3.2200       -6880.0146  -6876.1685   -6902.7505      26.5822  3213.3
3.2300       -6879.9858  -6876.3154   -6902.8477      26.5324  3207.2
3.2400       -6879.9590  -6877.0708   -6901.8452      24.7746  2994.8
3.2500       -6879.9790  -6877.9932   -6902.7046      24.7113  2987.1
3.2600       -6879.9688  -6878.9478   -6902.8257      23.8780  2886.4
3.2700       -6879.9678  -6879.5835   -6900.7402      21.1565  2557.4
3.2800       -6880.0625  -6879.4453   -6900.9253      21.4797  2596.5
3.2900       -6880.0894  -6878.4116   -6901.3521      22.9405  2773.1
3.3000       -6880.0586  -6876.8428   -6902.8901      26.0472  3148.6
3.3100       -6880.0405  -6875.6533   -6902.1577      26.5045  3203.9
3.3200       -6880.0146  -6875.0996   -6899.9819      24.8822  3007.8
3.3300       -6880.0327  -6874.7856   -6899.5078      24.7221  2988.4
3.3400       -6880.0068  -6874.6147   -6901.7246      27.1097  3277.0
3.3500       -6879.9531  -6875.4019   -6904.1094      28.7073  3470.2
3.3600       -6879.8853  -6877.4409   -6902.4224      24.9814  3019.8
3.3700       -6879.9116  -6879.4805   -6902.6890      23.2084  2805.4
3.3800       -6879.9521  -6881.1333   -6903.1382      22.0050  2660.0
3.3900       -6879.9819  -6881.8726   -6901.4072      19.5349  2361.4
3.4000       -6880.0562  -6881.4785   -6903.6255      22.1471  2677.1
3.4100       -6880.0703  -6880.3188   -6904.8589      24.5398  2966.4
3.4200       -6880.1021  -6879.0767   -6901.9917      22.9152  2770.0
3.4300       -6880.1094  -6877.4873   -6901.8843      24.3971  2949.1
3.4400       -6880.0762  -6875.7085   -6901.7798      26.0715  3151.5
3.4500       -6880.0337  -6874.4907   -6904.0151      29.5246  3569.0
3.4600       -6879.9478  -6874.9531   -6904.1147      29.1618  3525.1
3.4700       -6879.8999  -6876.9111   -6902.2085      25.2975  3058.0
3.4800       -6879.9019  -6879.0688   -6903.5825      24.5139  2963.2
3.4900       -6879.8999  -6881.3398   -6906.3135      24.9738  3018.8
3.5000       -6879.9102  -6883.5737   -6905.9092      22.3352  2699.9
3.5100       -6879.9595  -6884.9629   -6904.6895      19.7267  2384.6
3.5200       -6880.0317  -6885.1509   -6905.2412      20.0904  2428.5
3.5300       -6880.1040  -6884.2207   -6905.4551      21.2341  2566.8
3.5400       -6880.1553  -6882.3457   -6903.1826      20.8369  2518.8
3.5500       -6880.1968  -6879.5029   -6902.4434      22.9404  2773.0
3.5600       -6880.1675  -6875.7310   -6903.9390      28.2082  3409.8
3.5700       -6880.0952  -6872.7065   -6903.4482      30.7416  3716.1
3.5800       -6880.0122  -6871.9609   -6902.1904      30.2293  3654.1
3.5900       -6879.9165  -6873.5098   -6903.0601      29.5505  3572.1
3.6000       -6879.8599  -6876.5220   -6901.7788      25.2569  3053.1
3.6100       -6879.8618  -6879.7046   -6904.2290      24.5242  2964.5
3.6200       -6879.8608  -6882.6367   -6904.3462      21.7096  2624.3
3.6300       -6879.9399  -6884.4688   -6903.2139      18.7451  2265.9
3.6400       -6880.0347  -6884.8848   -6904.4912      19.6063  2370.0
3.6500       -6880.0762  -6884.0664   -6906.3906      22.3243  2698.6
3.6600       -6880.1060  -6882.5259   -6906.4160      23.8899  2887.8
3.6700       -6880.0996  -6880.7095   -6905.9282      25.2185  3048.4
3.6800       -6880.0923  -6879.0737   -6904.9463      25.8724  3127.5
3.6900       -6880.0664  -6877.9502   -6906.8188      28.8689  3489.7
3.7000       -6879.9756  -6878.1577   -6905.2529      27.0953  3275.3
3.7100       -6879.9556  -6879.1406   -6902.0576      22.9172  2770.2
3.7200       -6879.9849  -6879.8193   -6904.1660      24.3466  2943.0
3.7300       -6879.9810  -6880.3730   -6903.6694      23.2964  2816.1
3.7400       -6880.0000  -6880.5698   -6902.7817      22.2119  2685.0
3.7500       -6880.0620  -6880.1973   -6902.3311      22.1338  2675.5
3.7600       -6880.0825  -6879.1694   -6903.7456      24.5761  2970.8
3.7700       -6880.0557  -6878.0278   -6904.8818      26.8539  3246.1
3.7800       -6879.9990  -6877.5908   -6904.2954      26.7046  3228.1
3.7900       -6879.9902  -6877.9531   -6903.5977      25.6446  3099.9
3.8000       -6879.9551  -6878.6245   -6902.6201      23.9955  2900.6
3.8100       -6879.9702  -6879.1914   -6902.8364      23.6450  2858.2
3.8200       -6879.9722  -6879.5566   -6904.0996      24.5429  2966.8
3.8300       -6879.9712  -6879.9619   -6905.1519      25.1899  3045.0
3.8400       -6879.9697  -6880.6216   -6906.0195      25.3979  3070.1
3.8500       -6879.9595  -6881.5151   -6905.7690      24.2540  2931.8
3.8600       -6879.9858  -6882.3242   -6905.4487      23.1247  2795.3
