Time[ps]     GFree[eV]    Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
2.7400       -6880.7524  -6874.3613   -6901.0596      26.6982  3227.3
2.7500       -6880.7153  -6874.4585   -6902.0332      27.5749  3333.3
2.7600       -6880.6631  -6875.6802   -6903.2168      27.5364  3328.6
2.7700       -6880.6353  -6877.7363   -6902.1392      24.4029  2949.8
2.7800       -6880.6494  -6879.7705   -6904.2974      24.5267  2964.8
2.7900       -6880.6445  -6881.9175   -6907.1626      25.2451  3051.6
2.8000       -6880.6401  -6884.1768   -6907.5488      23.3718  2825.2
2.8100       -6880.6719  -6886.0552   -6908.8027      22.7476  2749.7
2.8200       -6880.7104  -6887.2969   -6907.8164      20.5193  2480.4
2.8300       -6880.7842  -6887.4741   -6907.2681      19.7940  2392.7
2.8400       -6880.8438  -6886.4570   -6907.1826      20.7258  2505.3
2.8500       -6880.8901  -6884.3667   -6907.2695      22.9029  2768.5
2.8600       -6880.8965  -6881.6069   -6905.4868      23.8797  2886.6
2.8700       -6880.8896  -6878.5620   -6904.8164      26.2544  3173.6
2.8800       -6880.8423  -6875.8442   -6905.1704      29.3261  3545.0
2.8900       -6880.7544  -6874.6787   -6903.5547      28.8761  3490.6
2.9000       -6880.7017  -6875.1064   -6901.2930      26.1864  3165.4
2.9100       -6880.6890  -6876.1460   -6901.1914      25.0453  3027.5
2.9200       -6880.6899  -6877.3286   -6901.1401      23.8116  2878.4
2.9300       -6880.7051  -6878.2739   -6901.7549      23.4811  2838.4
2.9400       -6880.7144  -6879.0176   -6903.3701      24.3524  2943.7
2.9500       -6880.7202  -6879.5913   -6902.2754      22.6843  2742.1
2.9600       -6880.7402  -6879.8057   -6905.0552      25.2493  3052.1
2.9700       -6880.7197  -6880.2461   -6906.2031      25.9572  3137.7
2.9800       -6880.7173  -6880.9849   -6903.0737      22.0889  2670.1
2.9900       -6880.7710  -6881.0967   -6902.4629      21.3662  2582.8
3.0000       -6880.8130  -6880.3579   -6901.6865      21.3288  2578.2
3.0100       -6880.8638  -6878.8008   -6898.8687      20.0680  2425.8
3.0200       -6880.9014  -6876.0405   -6901.2017      25.1613  3041.5
3.0300       -6880.8438  -6872.8267   -6903.4121      30.5855  3697.2
3.0400       -6880.7437  -6871.4761   -6900.3442      28.8684  3489.6
3.0500       -6880.6782  -6872.0835   -6902.9517      30.8683  3731.4
3.0600       -6880.5815  -6874.8916   -6902.5845      27.6927  3347.5
3.0700       -6880.5742  -6878.3066   -6901.7607      23.4540  2835.1
3.0800       -6880.6074  -6881.1152   -6902.3164      21.2012  2562.8
3.0900       -6880.6704  -6882.8828   -6903.2798      20.3967  2465.6
3.1000       -6880.7334  -6883.5786   -6903.9331      20.3547  2460.5
3.1100       -6880.7866  -6883.2246   -6905.0044      21.7798  2632.8
3.1200       -6880.8149  -6882.0669   -6905.4028      23.3361  2820.9
3.1300       -6880.8154  -6880.4932   -6905.0728      24.5795  2971.2
3.1400       -6880.8022  -6878.8984   -6904.7998      25.9015  3131.0
3.1500       -6880.7886  -6877.6816   -6901.5742      23.8928  2888.2
3.1600       -6880.8022  -6876.4614   -6901.4995      25.0383  3026.6
3.1700       -6880.7759  -6875.3081   -6901.2451      25.9371  3135.3
3.1800       -6880.7495  -6874.6748   -6901.3501      26.6752  3224.5
3.1900       -6880.7080  -6874.7441   -6901.6880      26.9438  3257.0
3.2000       -6880.6699  -6875.7485   -6902.6650      26.9164  3253.7
3.2100       -6880.6411  -6877.5244   -6903.5728      26.0481  3148.7
3.2200       -6880.6245  -6879.7954   -6904.7788      24.9836  3020.0
3.2300       -6880.6367  -6881.9409   -6903.5952      21.6544  2617.6
